"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2018-14720,"CWE-611 Improper Restriction of XML External Entity Reference, CWE-502 Deserialization of Untrusted Data",FasterXML jackson-databind 2.x before 2.9.7 might allow attackers to conduct external XML entity (XXE) attacks by leveraging failure to block unspecified JDK classes from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2018-19360,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the axis2-transport-jms class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2018-19361,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the openjpa class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2018-19362,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the jboss-common-core class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-14379,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"SubTypeValidator.java in FasterXML jackson-databind before 2.9.9.2 mishandles default typing when ehcache is used (because of net.sf.ehcache.transaction.manager.DefaultTransactionManagerLookup), leading to remote code execution.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-14540,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariConfig.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-14892,"CWE-502 Deserialization of Untrusted Data, CWE-200 Exposure of Sensitive Information to an Unauthorized Actor","A flaw was discovered in jackson-databind in versions before 2.9.10, 2.8.11.5 and 2.6.7.3, where it would permit polymorphic deserialization of a malicious object using commons-configuration 1 and 2 JNDI classes. An attacker could use this flaw to execute arbitrary code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-14893,"CWE-502 Deserialization of Untrusted Data, CWE-200 Exposure of Sensitive Information to an Unauthorized Actor","A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-16335,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariDataSource. This is a different vulnerability than CVE-2019-14540.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-16942,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the commons-dbcp (1.4) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of org.apache.commons.dbcp.datasources.SharedPoolDataSource and org.apache.commons.dbcp.datasources.PerUserPoolDataSource mishandling.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-16943,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the p6spy (3.8.6) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of com.p6spy.engine.spy.P6DataSource mishandling.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-17267,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to net.sf.ehcache.hibernate.EhcacheJtaTransactionManagerLookup.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-17531,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the apache-log4j-extra (version 1.2.x) jar in the classpath, and an attacker can provide a JNDI service to access, it is possible to make the service execute a malicious payload.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2019-20330,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.10.2 lacks certain net.sf.ehcache blocking.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2020-8840,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.0.0 through 2.9.10.2 lacks certain xbean-reflect/JNDI blocking, as demonstrated by org.apache.xbean.propertyeditor.JndiConverter.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2020-9546,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.hadoop.shaded.com.zaxxer.hikari.HikariConfig (aka shaded hikari-config).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2020-9547,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to com.ibatis.sqlmap.engine.transaction.jta.JtaTransactionConfig (aka ibatis-sqlmap).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2020-9548,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPConfig (aka anteros-core).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,40,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: jackson-databind-2.9.6.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\jackson-databind-2.9.6.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,c6634d654c2df15a987bc37ec8d2b6b2,cfa4f316351a91bfd95cb0644c6a2c95f52db1fc,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.6,"cpe:2.3:a:fasterxml:jackson-databind:2.9.6:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.6:*:*:*:*:*:*:*",CVE-2020-10672,NVD-CWE-Other,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.aries.transaction.jms.internal.XaPooledConnectionFactory (aka aries.transaction.jms).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:2.8/RC:R/MAV:A,HIGH,40,"","","","","","","",""
